Mystic_id,Forgotten Metropolis,Enchanted Town of the West,Cryptic City by the Sea,Mysterious Capital of the North,Bizarre Borough of the South,Arcane Village in the Mountains,Whimsical Hamlet of the Forest,Surreal Settlement by the River,Illusory Isle in the Sky,Dreamlike Downtown of the Desert,Hypnotic Heights of the Highlands,Illogical Level of Livability
1247,8.9,0.935,0.25,2.1,0.077,23,104,0.99621,3.3,0.62,9.2,5
1248,6.2,0.66,0.2,2.1,0.071,10,24,0.99588,3.39,0.59,11.4,5
1249,9.7,0.42,0.57,1.7,0.08,17,86,0.99652,3.29,0.67,9.4,5
1250,8.3,0.63,0.26,1.9,0.089,25,54,0.99622,3.26,0.57,9.8,5
1251,8.9,0.37,0.45,2,0.118,6,15,0.99738,3.37,0.64,11,6
1252,7.9,0.51,0.18,1.5,0.079,3,7,0.9948,3.4,0.64,10.2,5
1253,12.3,0.38,0.49,4.8,0.091,17,38,1.0014,3.16,0.69,11,7
1254,9.6,0.39,0.27,2.9,0.092,27,85,0.99854,3.18,0.57,9.5,5
1255,7.5,0.42,0.32,1.9,0.081,39,85,0.99728,3.35,0.64,9,5
1256,6.1,0.49,0.08,2.1,0.076,16,28,0.9955,3.2,0.6,10,6
1257,10.2,0.33,0.45,1.9,0.058,10,22,0.9976,3.16,0.62,9.5,5
1258,7.7,0.6,0.26,1.9,0.076,31,68,0.996,3.2,0.53,9.6,5
1259,7,0.885,0,2.2,0.08,17,91,0.9982,3.53,0.53,9.5,5
1260,9.1,0.42,0.41,2.5,0.091,26,52,0.999,3.2,0.74,10.3,6
1261,7,0.32,0.37,2.4,0.064,4,8,0.99584,3.34,0.72,11.3,7
1262,10.4,0.45,0.49,2,0.091,27,67,0.9972,3.28,0.67,11.06666667,7
1263,6,0.43,0,2.2,0.052,11,50,0.995,3.36,0.54,12.4,6
1264,10.1,0.35,0.53,2.1,0.071,11,18,0.99534,3.2,0.77,12.2,6
1265,5.6,0.725,0.04,2.15,0.086,7,31,0.9962,3.78,0.6,9.7,5
1266,6.8,0.64,0.07,2.2,0.076,28,139,0.9973,3.51,0.53,9.7,5
1267,8,0.9,0,1.9,0.091,4,10,0.99704,3.3,0.65,9.1,5
1268,8.3,0.57,0.2,3.3,0.093,17,113,0.99815,3.26,0.49,9.5,5
1269,7.6,0.38,0.45,2,0.044,5,19,0.9934,3.2,0.56,12.3,5
1270,13.4,0.39,0.5,2,0.082,6,19,1.0002,2.74,0.51,9.2,6
1271,8,0.38,0.51,1.8,0.077,4,12,0.99416,3.3,1.06,11.3,5
1272,8.7,0.52,0.24,2.9,0.085,9,47,0.9994,3.02,0.59,9.7,5
1273,7,0.52,0.1,2.1,0.073,17,42,0.99538,3.48,0.85,11.2,7
1274,7.6,0.6,0.26,2.7,0.082,23,94,0.9977,3.33,0.52,9.7,5
1275,5.3,0.33,0.32,1.8,0.042,18,96,0.9934,3.36,0.5,9.2,5
1276,9.8,0.59,0.23,3.4,0.214,40,64,0.99738,3.21,0.6,9.4,5
1277,10.1,0.41,0.53,2.1,0.194,10,21,0.99736,3.26,0.71,12.6,7
1278,7.6,0.7,0.06,2.3,0.08,29,67,0.99628,3.33,0.52,9.8,5
1279,9.2,0.49,0.49,2.5,0.097,23,147,0.9988,3.22,0.57,9.3,5
1280,8.9,0.24,0.32,1.7,0.054,5,22,0.9961,3.34,0.44,10.7,7
1281,6.2,0.56,0,2.8,0.07,30,54,0.99659,3.51,0.76,10.2,7
1282,10.4,0.4,0.67,2,0.078,6,12,0.9968,3.15,0.53,9.8,6
1283,6.2,0.63,0.08,2.7,0.076,10,25,0.99628,3.56,0.49,10.6,6
1284,10.4,0.39,0.63,2,0.092,6,22,0.9976,3.17,0.63,11.4,6
1285,6.1,0.84,0.1,1.3,0.077,6,28,0.9966,3.59,0.57,10.4,5
1286,7.9,0.53,0.06,2.6,0.076,32,54,0.99618,3.33,0.83,10.9,7
1287,8.6,0.42,0.3,3.4,0.077,42,60,0.9977,3.2,0.7,10.3,5
1288,6.7,0.52,0.08,2.4,0.082,19,58,0.9964,3.36,0.82,10.4,7
1289,7.9,0.87,0,2.4,0.077,8,32,0.99656,3.47,0.54,9.8,5
1290,6.5,0.6,0.08,2.1,0.063,16,26,0.99538,3.44,0.68,10.2,3
1291,8,0.635,0.1,3,0.096,15,39,0.99656,3.27,0.5,9.4,5
1292,8.3,0.36,0.3,1.9,0.078,32,44,0.99494,3.38,0.82,11,6
1293,12.6,0.31,0.49,2,0.098,11,42,1.0002,3.3,0.53,9.5,5
1294,6.4,0.43,0.24,1.7,0.07,6,15,0.9956,3.39,0.64,10.9,5
1295,6.4,0.69,0.57,1.8,0.117,5,10,0.99459,3.24,0.54,9.6,5
1296,12.4,0.6,0.49,2.6,0.075,19,42,0.9976,3.14,0.57,10.9,6
1297,8.7,0.785,0.16,2.3,0.084,19,77,0.9971,3.34,0.52,9.6,5
1298,8.4,0.43,0.3,2.6,0.06,11,50,0.9959,3.2,0.59,10.5,6
1299,8.9,0.31,0.54,3.4,0.077,8,17,0.99344,3.32,0.77,12,7
1300,7.9,0.3,0.4,2.8,0.067,15,21,0.99467,3.27,0.68,12.9,6
1301,6.2,0.41,0.14,2.2,0.067,11,21,0.99462,3.54,0.62,11.8,6
1302,9.4,0.34,0.48,3.4,0.082,31,54,0.9987,3.23,0.52,9.2,5
1303,8.6,0.58,0.25,2,0.086,31,134,0.9976,3.17,0.58,9.4,5
1304,9.2,0.43,0.32,2.1,0.062,6,14,0.99476,3.28,0.76,11.5,6
1305,9.6,0.87,0.24,2.3,0.078,6,31,0.99656,3.25,0.5,9.7,5
1306,11.4,0.5,0.53,2.6,0.068,15,27,0.9934,3.17,0.85,12,7
1307,8.7,0.635,0.37,2.8,0.1,12,45,0.9973,3.24,0.77,10.1,6
1308,7.6,0.66,0.06,2.6,0.085,27,63,0.99739,3.37,0.56,9.9,6
1309,12.6,0.6,0.49,2.7,0.1,6,21,0.9994,3.1,0.61,9.9,5
1310,6.2,0.56,0.04,2.1,0.079,8,15,0.99855,3.52,0.71,10.5,6
1311,7.7,0.67,0.19,2.8,0.083,22,54,0.99736,3.19,0.68,9.5,3
1312,6.4,0.56,0.08,6.55,0.08,19,58,0.9974,3.47,0.82,10.7,8
1313,7,0.735,0.08,2.4,0.064,18,42,0.9964,3.42,0.57,10.6,6
1314,9,0.3,0.36,1.8,0.054,6,16,0.99739,3.43,0.62,10.9,5
1315,6.4,0.73,0.02,4.1,0.076,7,12,0.99508,3.51,0.52,11.4,6
1316,8.8,0.55,0.13,2.5,0.074,21,37,0.9987,3.44,0.89,10.5,7
1317,6.4,0.62,0.14,1.8,0.078,32,44,0.99574,3.59,0.61,10.5,5
1318,11.5,0.67,0.59,2.8,0.093,6,15,0.9986,3.36,0.62,10.4,6
1319,9.2,0.41,0.32,2.1,0.092,19,66,0.99734,3.28,0.65,9.6,5
1320,10.6,0.56,0.24,2,0.077,6,16,0.9971,3.15,0.42,9.8,5
1321,9.8,0.64,0.22,1.6,0.081,10,41,0.9978,3.31,0.72,10,7
1322,7.6,0.37,0.29,2.5,0.059,6,14,0.9958,3.16,0.52,9.6,5
1323,7.8,0.34,0.43,2,0.063,40,54,0.9955,3.35,0.61,10.3,6
1324,7.8,0.49,0.29,2.1,0.078,21,75,0.9978,3.26,0.59,9.4,5
1325,10.6,0.31,0.43,3.4,0.088,16,31,0.9973,3.19,0.81,11,6
1326,7.2,0.82,0.03,2.6,0.073,23,53,0.99656,3.51,0.62,9.8,6
1327,7,0.49,0.26,2.9,0.09,31,68,0.99612,3.35,0.64,10.3,6
1328,5.6,0.84,0,2.5,0.081,5,10,0.99258,3.25,0.59,12.4,6
1329,9.4,0.33,0.3,5.6,0.069,10,37,0.99786,3.3,0.57,12,5
1330,7.2,0.34,0.42,2.8,0.102,26,52,0.99633,3.32,0.52,10.4,5
1331,8.3,0.7,0.24,2.2,0.1,5,15,0.9976,3.12,0.49,9.3,5
1332,6,0.655,0.22,2.1,0.076,26,35,0.99489,3.36,0.62,10.3,6
1333,10.2,0.22,0.24,2.4,0.095,6,22,0.9994,3.33,0.87,10.4,6
1334,11.5,0.54,0.66,3,0.078,6,21,0.9997,3.08,0.62,9.2,5
1335,8,1,0,2,0.09,3,14,0.99557,3.3,0.53,10.1,5
1336,7.8,0.47,0.32,1.9,0.077,16,52,0.99552,3.38,0.65,9.2,5
1337,6.8,0.66,0.08,2,0.1,18,77,0.99588,3.45,0.59,9.8,5
1338,7.8,0.6,0.26,2,0.082,68,124,0.99675,3.26,0.52,9.9,5
1339,10.6,0.41,0.24,3,0.087,10,47,0.9986,3.35,0.81,10.8,8
1340,10,0.37,0.49,4.1,0.072,8,26,0.9994,3.17,0.65,10.6,5
1341,7.2,0.34,0.42,2.5,0.082,12,90,0.99787,3.57,0.52,10.9,7
1342,10.5,0.53,0.24,1.9,0.076,15,50,0.9978,3.18,0.61,9.3,5
1343,7.6,0.75,0.01,2.8,0.079,23,44,0.99668,3.37,0.55,9.9,6
1344,5.6,0.835,0.03,1.6,0.08,26,61,0.9927,3.48,0.54,12.3,8
1345,7.9,0.54,0.23,1.7,0.086,28,139,0.9968,3.14,0.62,9.2,5
1346,10.6,0.4,0.49,2.4,0.07,5,33,0.9988,3.17,0.44,9.4,6
1347,8,0.685,0.25,2.3,0.117,17,61,0.99688,3.28,0.66,10.5,6
1348,9.2,0.24,0.56,1.7,0.077,6,20,0.9979,3.07,0.56,9.4,6
1349,10.6,0.63,0.24,2.4,0.1,6,23,0.9974,3.07,0.63,10.2,6
1350,12,0.37,0.66,2,0.095,5,20,0.9986,3.05,0.77,10.8,7
1351,8.3,0.22,0.49,1.9,0.076,5,17,0.9974,3.25,0.53,9.1,5
1352,7.2,0.52,0.3,2.2,0.062,5,14,0.99492,3.42,0.89,12.5,7
1353,7.5,0.66,0,2,0.065,4,11,0.99437,3.34,0.54,11.5,6
1354,6.7,0.31,0.24,1.9,0.115,6,14,0.99656,3.41,0.87,10.4,7
1355,7.6,0.52,0.35,2,0.097,21,49,0.9962,3.29,0.65,11.5,7
1356,7.1,0.49,0.19,2.4,0.076,25,40,0.99418,3.39,0.62,11.2,7
1357,6.7,0.53,0.09,1.7,0.166,26,45,0.99498,3.35,0.86,10,5
1358,7.5,0.52,0.25,1.8,0.076,20,84,0.99593,3.15,0.49,9.8,5
1359,8.2,0.36,0.4,2.3,0.08,17,40,0.99418,3.3,0.77,12.8,6
1360,6.7,0.7,0,2.3,0.076,18,28,0.99467,3.55,0.54,11.4,5
1361,7,0.52,0.24,2.2,0.062,35,53,0.99604,3.37,0.62,10.6,7
1362,8.9,0.27,0.49,1.4,0.055,5,20,0.99586,3.31,0.63,10.3,5
1363,7.2,0.28,0.32,2.1,0.08,23,57,0.99629,3.28,0.56,11.2,6
1364,9.4,0.58,0.28,2.5,0.092,30,135,0.9984,3.38,0.6,9.6,6
1365,8.4,0.54,0.37,2.4,0.076,25,85,0.99746,3.23,0.72,10.8,6
1366,8.9,0.4,0.24,2.3,0.092,22,49,0.99682,3.21,0.51,9.5,5
1367,7.7,0.49,0.3,3.6,0.061,3,13,0.9972,3.34,0.59,9.5,5
1368,8.2,0.32,0.41,2.1,0.062,18,34,0.99506,3.33,0.77,10.3,7
1369,9.3,0.885,0.48,2.1,0.1,5,18,0.9982,3.26,0.54,9.8,6
1370,8.2,0.31,0.36,2.4,0.079,6,12,0.99444,3.27,0.62,12.6,6
1371,7.9,0.56,0.35,2.1,0.079,21,64,0.99728,3.27,0.62,9.1,5
1372,7.5,0.48,0.33,1.7,0.077,25,50,0.99535,3.31,1.12,10,7
1373,7.2,0.88,0.03,2.2,0.066,18,38,0.996,3.53,0.58,10.7,6
1374,7.5,0.26,0.4,1.7,0.049,8,16,0.99648,3.3,0.54,10.3,5
1375,6.1,0.66,0,1.8,0.166,5,16,0.99558,3.56,0.56,9.2,5
1376,8.6,0.5,0.4,1.4,0.058,5,10,0.99346,3.18,0.69,11.5,6
1377,12.7,0.5,0.49,3.3,0.08,6,18,1.0002,3.19,0.48,9.5,5
1378,8.8,0.35,0.5,1.7,0.074,5,14,0.99467,3.35,0.67,12,6
1379,6.3,0.64,0,2.4,0.068,19,64,0.99574,3.42,0.67,11.7,5
1380,7.6,0.43,0.31,1.9,0.076,31,54,0.99728,3.31,0.68,10,6
1381,7.1,0.775,0.22,2,0.077,32,48,0.9948,3.29,0.54,11,7
1382,9.6,0.59,0.31,2.2,0.077,21,92,0.9988,3.12,0.48,9.4,5
1383,7.8,0.51,0.04,1.7,0.066,27,53,0.99568,3.26,0.68,9.8,5
1384,12.8,0.5,0.49,2.7,0.082,6,19,1.0002,3.19,0.5,9.2,7
1385,7.1,0.76,0,1.4,0.084,29,55,0.9982,3.45,1.1,9.4,5
1386,9.1,0.56,0.16,2,0.079,15,49,0.9996,3.24,0.91,10.5,6
1387,8.1,0.785,0,2.05,0.064,26,35,0.99576,3.38,0.58,11.2,7
1388,9,0.36,0.49,3.2,0.082,8,18,0.99652,3.46,0.87,9.5,7
1389,6.2,0.48,0.2,1.7,0.11,11,44,0.9957,3.61,0.67,9.2,5
1390,7.1,0.36,0.3,1.8,0.082,12,19,0.99464,3.39,0.48,10,6
1391,9.3,0.42,0.39,2.5,0.07,36,46,0.99652,3.47,0.73,10.1,5
1392,11.5,0.35,0.53,2.6,0.071,5,15,0.9982,3.1,0.65,10.4,8
1393,8.7,0.24,0.31,2.1,0.08,25,46,0.99692,3.25,0.87,10.2,5
1394,7.3,0.64,0.19,2,0.086,19,58,0.9974,3.59,0.62,9.8,5
1395,13,0.35,0.53,4.5,0.101,8,17,1.0018,3.2,0.77,12,6
1396,12.8,0.41,0.66,3.6,0.106,6,21,0.9996,3.2,0.67,11.2,7
1397,7.3,0.59,0.3,2.2,0.072,31,68,0.99786,3.47,0.72,9.4,5
1398,7.9,0.76,0.24,2.2,0.226,19,58,0.99688,3.22,0.46,9.2,3
1399,7.9,0.6,0.26,1.7,0.074,32,141,0.99622,3.21,0.51,9.9,5
1400,7.7,0.635,0.1,2,0.08,25,67,0.99557,3.37,0.69,9.4,5
1401,15.5,0.645,0.49,3.3,0.095,11,35,1.00315,2.92,0.62,12,6
1402,9.4,0.78,0.26,2.2,0.097,21,102,0.99785,3.27,0.52,9.7,5
1403,7.5,0.57,0.02,1.8,0.076,24,94,0.9961,3.38,0.52,9.5,5
1404,8.3,0.35,0.49,6.2,0.084,7,47,1.0004,3.26,0.63,11.5,5
1405,8.3,0.38,0.38,2,0.07,34,53,0.99581,3.27,0.77,10.4,7
1406,9.9,0.36,0.53,2.1,0.071,25,64,0.99492,3.27,0.81,12.8,6
1407,10.7,0.38,0.32,2.1,0.081,12,70,0.99408,3.28,0.72,12.4,7
1408,6.5,0.69,0,2.3,0.076,19,46,0.9956,3.54,0.86,12,7
1409,6.8,0.84,0.03,1.6,0.054,18,49,0.9958,3.36,0.56,10.7,8
1410,10,0.55,0.17,3.4,0.073,10,24,0.9982,3.17,0.53,9.5,5
1411,7.6,0.46,0.24,2.1,0.077,25,99,0.9964,3.39,0.59,10.9,5
1412,7.8,0.69,0.06,1.8,0.078,31,38,0.99504,3.39,0.93,11.9,6
1413,8.9,0.31,0.37,2.5,0.079,8,19,0.99538,3.26,0.85,12.5,7
1414,8,0.22,0.35,1.7,0.067,4,8,0.99855,3.28,0.77,10.2,8
1415,8.9,0.43,0.39,2.1,0.093,16,42,0.99652,3.35,0.52,12.9,6
1416,11.5,0.6,0.53,2.6,0.085,15,27,0.9988,3.15,0.81,11.06666667,7
1417,7.4,0.49,0.28,2.5,0.093,20,49,0.99538,3.34,0.81,12.5,6
1418,11.4,0.39,0.53,2.2,0.107,6,13,0.9968,3.15,0.69,11.8,6
1419,8.7,0.32,0.25,1.8,0.086,12,18,0.99419,3.43,0.65,10.1,7
1420,7.8,0.6,0.32,1.9,0.089,31,66,0.99616,3.26,0.69,9.2,5
1421,8.9,0.655,0.12,2.3,0.099,5,33,0.99492,3.36,0.58,11.6,6
1422,8.5,0.4,0.17,1.8,0.063,24,54,0.99925,3.31,0.56,12,7
1423,6,0.49,0.23,2.4,0.075,13,49,0.99728,3.52,0.6,9.5,5
1424,8.3,0.48,0.32,3.2,0.082,21,46,0.99633,3.16,0.82,11.7,7
1425,8.3,0.54,0.26,2.5,0.094,23,144,0.99786,3.26,0.55,9.6,5
1426,15.9,0.315,0.49,4.1,0.194,8,46,1.00289,3.14,0.85,11.3,6
1427,7.1,0.64,0.17,2.8,0.083,27,67,0.99632,3.44,0.59,9.5,6
1428,7,0.6,0.08,2.5,0.071,31,67,0.99584,3.42,0.54,9.4,5
1429,9.1,0.34,0.45,2,0.082,6,15,0.9994,2.94,0.74,9.7,6
1430,8.1,0.43,0.5,2.3,0.062,13,30,0.99572,3.27,0.69,11.3,7
1431,8.1,0.965,0.1,2.5,0.07,13,27,0.99562,3.17,0.47,10.9,6
1432,11.9,0.61,0.3,8.2,0.075,12,77,0.9994,3.19,0.68,10.2,6
1433,7.9,0.6,0.26,2,0.087,23,121,0.9968,3.21,0.49,9.8,5
1434,6.1,0.63,0.15,2,0.066,5,33,0.99182,3.59,0.53,12.2,5
1435,11.6,0.18,0.49,2.5,0.059,5,14,0.9996,3.24,0.64,10.3,6
1436,8,0.655,0.1,2.1,0.073,29,46,0.99706,3.27,0.55,10.6,6
1437,5.6,0.82,0,2.7,0.05,13,28,0.9934,3.51,0.74,12.4,7
1438,7.6,0.46,0.29,2.1,0.075,10,37,0.99294,3.31,0.63,12.1,6
1439,6,0.57,0,2,0.063,23,44,0.9958,3.45,0.73,10.5,6
1440,7.8,0.725,0.05,1.8,0.074,6,16,0.9962,3.41,0.39,10.5,6
1441,6.4,0.56,0.09,2.3,0.07,10,16,0.99418,3.42,0.82,12,7
1442,7.1,0.65,0.01,2.1,0.059,15,37,0.99566,3.47,0.58,9.4,5
1443,9.2,0.59,0.22,2.6,0.077,31,69,0.9986,3.31,0.54,9.3,6
1444,12.5,0.37,0.66,2.8,0.091,3,15,0.9994,3.2,0.93,11.5,4
1445,8.9,0.66,0,4,0.086,9,22,0.9986,3.16,0.53,9.6,5
1446,9.3,0.43,0.32,2.3,0.08,29,66,0.99716,3.27,0.71,10.5,7
1447,7.1,0.835,0,2.3,0.065,8,17,0.99672,3.48,0.53,11.4,6
1448,7.8,0.2,0.35,3.7,0.07,16,60,0.9982,3.43,0.58,9.4,5
1449,6.5,0.43,0.24,1.8,0.08,10,23,0.9956,3.35,0.62,10.3,6
1450,8,0.46,0.2,1.7,0.067,35,60,0.99683,3.2,0.6,10.1,5
1451,9.9,0.5,0.35,2.7,0.116,17,53,0.99786,3.17,0.62,10.5,5
1452,6.2,0.52,0.15,1.8,0.078,16,63,0.9964,3.48,0.5,9.1,6
1453,7.6,0.64,0.07,1.7,0.079,40,64,0.99538,3.44,0.57,10,7
1454,6.3,0.69,0.08,1.9,0.084,18,25,0.99553,3.42,0.53,9.5,6
1455,8.5,0.31,0.49,1.6,0.075,36,121,0.9974,3.03,0.82,9.9,6
1456,9.3,0.18,0.4,2,0.091,7,23,0.9974,3.27,0.57,10.1,5
1457,10.5,0.51,0.55,2.7,0.091,20,48,0.9982,3.03,0.76,9.8,6
1458,9.2,0.57,0.25,2.7,0.082,32,71,0.99782,3.2,0.63,9.4,5
1459,9.4,0.43,0.24,2.2,0.077,24,53,0.99914,3.2,0.57,9.8,6
1460,7.4,0.78,0,2.3,0.067,15,42,0.99836,3.51,0.52,9.7,5
1461,11.3,0.43,0.66,3.2,0.09,7,24,1.00242,3.16,0.62,11.2,5
1462,9.3,0.43,0.24,1.6,0.102,13,29,0.99702,3.41,0.57,10.5,5
1463,6.8,0.78,0,2.4,0.068,8,17,0.99344,3.45,0.54,11.8,6
1464,7,0.67,0.1,6.1,0.063,25,55,0.99576,3.33,0.55,9.6,5
1465,7.9,0.31,0.42,2.1,0.074,24,44,0.99534,3.3,0.85,11.4,5
1466,9.3,0.28,0.49,3.3,0.093,5,16,0.998,3.15,0.72,9.7,5
1467,12.3,0.43,0.59,2.1,0.08,6,14,0.9994,3.1,0.64,11.1,6
1468,7.1,0.78,0.08,2.3,0.082,19,47,0.99738,3.34,0.56,9.2,5
1469,8.6,0.4,0.42,2.2,0.05,3,9,0.99702,3.2,0.6,11.3,6
1470,6.8,0.62,0.01,1.7,0.08,37,53,0.9961,3.57,0.74,11,5
1471,7.9,0.75,0.1,2.9,0.084,15,64,0.9964,3.16,0.54,9.6,6
1472,8.4,0.36,0.39,2.4,0.073,38,76,0.9981,3.39,0.77,10.9,5
1473,11.5,0.4,0.5,2.3,0.099,7,30,0.9994,3.03,0.78,10.5,5
1474,7.6,0.46,0.21,1.8,0.079,14,66,0.99748,3.16,0.57,9.4,5
1475,7.6,0.59,0.29,2.8,0.194,32,48,0.99596,3.28,0.49,11.1,5
1476,7.8,0.755,0.15,2.1,0.067,32,54,0.99714,3.33,0.67,10,7
1477,6.2,0.605,0.08,1.8,0.091,15,49,0.9958,3.51,0.53,10.1,6
1478,11.3,0.35,0.65,2.1,0.085,9,30,1,2.98,0.49,9.5,6
1479,8,0.54,0.09,2.2,0.081,6,34,0.9976,3.44,0.43,9.6,5
1480,9.3,0.48,0.44,2.2,0.07,43,113,0.9978,3.39,0.85,11.5,7
1481,9,0.47,0.45,1.9,0.071,23,77,0.9981,3.35,0.77,11.9,6
1482,7.8,0.36,0.32,2.3,0.07,28,54,0.9973,3.37,0.64,10,6
1483,7.1,0.73,0,1.9,0.044,16,60,0.99494,3.6,0.54,10,5
1484,5,0.4,0.01,2.1,0.118,19,58,0.9976,3.54,0.88,12.4,6
1485,7.9,0.36,0.19,1.8,0.062,15,34,0.99458,3.39,0.64,10.1,7
1486,7.2,0.705,0.13,6.7,0.076,11,25,0.99538,3.51,0.93,11.4,7
1487,9,0.96,0.22,5.5,0.082,3,9,0.9986,3.35,0.68,10.4,6
1488,7.6,0.54,0.26,5.1,0.087,23,144,0.9976,3.37,0.54,9.4,5
1489,6.8,0.64,0,1.9,0.058,14,28,0.99258,3.47,0.63,10.6,6
1490,8.5,0.27,0.35,1.7,0.074,12,64,0.9978,3.41,1.06,9.2,6
1491,8.1,0.47,0.27,2.5,0.074,24,33,0.99534,3.35,0.85,11.7,7
1492,9.4,0.18,0.49,2.5,0.068,6,15,0.9976,3.25,0.57,10.8,6
1493,10.6,0.38,0.66,2,0.088,6,15,0.9979,3.11,0.75,11.8,6
1494,8.6,0.54,0.37,2,0.075,15,40,0.9978,3.14,0.59,9.9,5
1495,7.6,0.47,0.32,2,0.082,32,69,0.9963,3.3,0.65,10.5,6
1496,6,0.46,0.24,1.9,0.086,18,34,0.9948,3.36,0.6,10.6,5
1497,9.9,0.5,0.45,3,0.104,8,19,0.99774,3.35,0.61,10.7,5
1498,7.2,0.48,0.28,2.1,0.064,27,43,0.9956,3.28,0.64,11.7,6
1499,8.9,0.715,0.17,3,0.092,17,61,0.9994,3.39,0.55,9.5,6
1500,9.8,0.67,0.28,2.6,0.08,23,113,0.9988,3.21,0.57,9.1,5
1501,7.1,0.78,0.02,2.8,0.077,18,38,0.9976,3.48,0.65,10.1,6
1502,10.6,0.42,0.24,2.8,0.077,20,49,0.9984,3.36,0.55,9.5,5
1503,7.3,0.835,0,1.8,0.068,20,47,0.9956,3.2,0.56,9.2,5
1504,9.4,0.43,0.41,1.8,0.08,21,64,0.99652,3.15,0.73,9.5,6
1505,9.9,0.3,0.51,2,0.072,9,22,0.9982,3.25,0.76,11,6
1506,9.4,0.5,0.39,5,0.082,7,17,0.99782,3.19,0.49,10.7,6
1507,8,0.57,0.22,2.7,0.084,17,91,0.9984,3.28,0.57,9.9,6
1508,7.7,0.6,0.07,2.4,0.097,5,62,0.9976,3.5,0.43,9.2,5
1509,8.4,0.42,0.57,2.2,0.084,6,12,0.99502,3.21,0.57,11.8,6
1510,8.8,0.57,0.05,1.6,0.079,25,49,0.99734,3.38,0.68,10.6,5
1511,9.4,0.64,0.22,2.6,0.077,19,58,0.9991,3.15,0.52,9.5,5
1512,7.8,0.58,0.31,2.1,0.086,26,67,0.99718,3.08,0.49,9.5,5
1513,9,0.52,0.25,2,0.077,32,141,0.9968,3.19,0.48,9.6,5
1514,9.1,0.49,0.29,2.7,0.098,29,67,0.9987,3.31,0.62,9.4,5
1515,7.8,0.66,0.23,3,0.084,14,65,0.9968,3.23,0.48,9.8,5
1516,7,0.24,0.34,1.9,0.066,12,19,0.9956,3.34,0.79,10.9,5
1517,9.1,0.36,0.34,2,0.073,48,82,0.99516,3.26,0.85,11.2,7
1518,8.1,0.52,0.24,2.7,0.087,16,110,0.9964,3.3,0.78,9.4,5
1519,8.3,0.27,0.41,2.1,0.067,14,25,0.99562,3.27,0.7,12,6
1520,7,0.51,0.18,3,0.07,12,49,0.99768,3.38,0.73,9.5,6
1521,5.2,0.38,0.27,2.4,0.056,13,49,0.99182,3.52,0.82,12.8,7
1522,10.7,0.39,0.48,2.6,0.082,11,45,0.9976,3.03,0.49,9.8,5
1523,6.9,0.655,0,2.4,0.056,26,35,0.99518,3.33,0.73,11.7,7
1524,8.8,0.725,0.22,2,0.117,22,84,0.9976,3.27,0.55,9.7,5
1525,9.7,0.4,0.6,3,0.094,3,15,0.9968,3.1,0.54,10,5
1526,9.3,0.26,0.24,1.5,0.053,15,21,0.99572,3.28,0.8,11,8
1527,6.9,0.49,0.45,5.8,0.05,4,10,0.9956,3.32,0.65,11,5
1528,8.4,0.87,0.23,2,0.077,14,65,0.99761,3.22,0.55,9.7,6
1529,8.6,0.34,0.37,2.9,0.082,17,105,0.99632,3.34,0.45,9.4,5
1530,9.3,0.46,0.28,2.8,0.074,23,147,0.9982,3.18,0.49,9.8,6
1531,9.9,0.78,0.28,3.4,0.087,12,49,0.9991,3.2,0.54,9.4,5
1532,8.1,0.27,0.34,2.5,0.066,4,11,0.9952,3.24,0.66,12.4,6
1533,6.5,0.83,0,1.6,0.095,6,14,0.997,3.33,0.54,9.2,5
1534,7.5,0.58,0.02,2.1,0.059,17,88,0.99717,3.4,0.62,11,7
1535,7.1,0.78,0.05,2.8,0.074,19,42,0.9966,3.31,0.55,9.4,5
1536,7.7,0.98,0.06,1.7,0.075,9,23,0.9969,3.48,0.44,10.3,7
1537,8.3,0.53,0.15,2.9,0.095,32,76,0.9982,3.23,0.57,9.9,5
1538,9.9,0.74,0.21,3,0.087,21,67,1.0004,3.38,0.57,9.5,5
1539,9,0.35,0.33,2.8,0.079,27,61,0.9976,3.3,0.58,11.5,5
1540,9.8,0.41,0.49,2.3,0.084,35,152,0.9976,3.21,1.08,9.3,5
1541,5.4,0.32,0.31,2.95,0.093,14,38,0.9916,3.61,0.71,12.6,5
1542,8.6,0.58,0.2,2.2,0.092,21,119,0.9972,3.15,0.49,9,5
1543,7.1,0.59,0.3,1.8,0.073,27,70,0.99648,3.3,0.49,9.5,5
1544,7,0.7,0,1.6,0.083,23,54,0.9968,3.47,0.56,9.8,6
1545,11.3,0.41,0.66,3.4,0.075,5,11,0.99672,3.22,0.72,11.2,7
1546,8.3,0.28,0.45,1.9,0.063,13,49,0.99418,3.26,0.82,11.4,6
1547,10.4,0.43,0.43,2.2,0.074,30,68,0.9987,3.22,0.57,10.1,6
1548,7.5,0.54,0.42,2.4,0.082,21,66,0.9964,3.55,0.47,9.7,5
1549,8.2,0.5,0.3,2.5,0.067,18,98,0.99914,3.32,0.62,9.5,5
1550,6.9,0.22,0.23,2.2,0.074,7,26,0.9971,3.53,0.87,12.8,6
1551,8.7,0.49,0.24,2.5,0.074,11,43,1.0008,3.16,0.49,9.5,6
1552,6.5,0.47,0.13,4.2,0.061,16,40,0.99587,3.36,0.65,10.1,6
1553,7.2,0.76,0.19,2,0.086,11,42,0.9956,3.42,0.47,10.9,5
